client_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,spec_contrast_0,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,spec_contrast_std_0,spec_contrast_std_1,spec_contrast_std_2,spec_contrast_std_3,spec_contrast_std_4,spec_contrast_std_5,spec_contrast_std_6,zcr,zcr_std,rms,rms_std,centroid,centroid_std,bandwidth,bandwidth_std,rolloff,rolloff_std,hnr,hnr_std,pitch,pitch_std,age_group,gender
0347,-400.4677,26.956564,15.003798,9.333235,8.248938,0.49064335,-17.461174,-14.6161,-11.288571,3.7680893,-9.889903,-6.584649,2.421492,214.29837,43.362442,28.83482,27.17124,14.646584,11.033132,19.755682,17.605894,14.449716,9.200406,10.504344,8.335934,7.982872,0.34387833,0.25554007,0.18978345,0.17789118,0.25074336,0.33842012,0.32295457,0.25233483,0.22071394,0.22491254,0.25140584,0.25267118,0.38957417,0.3050875,0.25343055,0.23405957,0.301048,0.37769088,0.3373607,0.26566914,0.24767497,0.26825142,0.32135758,0.30125278,19.01880628789821,14.796513919790295,17.48339933177408,16.169830285136822,17.358147002510616,18.638802461494123,43.428327174933486,5.083192545020023,5.103873384730266,5.6262520836705745,3.0660808905369197,3.7493984511015066,5.194698597826147,18.12768417326361,0.20013000099522293,0.18828788246217265,0.04243695,0.053118907,2190.2341489600367,1759.9639835825794,1509.6930266270094,949.8000932622841,3838.5250796178343,2642.7973124412492,1.6614447e-06,0.033107094,30.190914,255.14188,fifties,female
0359,-660.8652,41.833153,15.154387,17.394487,19.087486,-17.527216,-10.835958,6.968809,-10.908321,9.917079,-8.7507,-1.1465664,4.5379205,150.29117,55.62608,28.348055,22.335722,20.281298,25.75042,21.325066,13.700311,17.41097,13.866928,10.291917,7.302269,13.45021,0.3471345,0.3722492,0.39818883,0.41427374,0.31516778,0.3503099,0.38431257,0.4775978,0.5788055,0.5910262,0.6249823,0.38511255,0.26920325,0.28958067,0.26289824,0.29923123,0.22137697,0.23977615,0.25532472,0.308736,0.3812511,0.35628936,0.33621904,0.22666211,18.48980716290624,14.973921205919778,17.729132360732503,15.853740803242095,17.128272440951914,19.900917701268614,50.5859509623891,5.207126297035993,5.61136190217516,5.82050029138357,3.6851255910269334,3.5935665426022485,6.117008535128957,6.888275011587181,0.3225206508757962,0.18585167019326992,0.0017515322,0.0020874755,3083.788761714745,1364.4056000464957,2138.614614388462,482.7311146785643,5596.088773885351,1903.8478098675089,3.293801e-06,0.0014967165,43.907288,322.48328,fifties,female
0449,-407.9864,80.09528,14.266875,3.812804,-24.488762,-11.986346,-15.10012,5.401109,-19.56685,-11.8101015,-11.178,-0.41110408,-15.407377,126.65997,63.93037,31.605352,34.13335,26.155258,22.889488,16.713964,18.280706,20.850216,13.843023,11.084936,8.718595,11.446598,0.19796439,0.20473349,0.17923506,0.115377545,0.13962558,0.23979248,0.28039545,0.38017806,0.45673585,0.46102518,0.381456,0.2558521,0.25920773,0.29672837,0.25696892,0.15532072,0.18793784,0.3231482,0.32369444,0.34485653,0.386684,0.37423643,0.3476584,0.31393027,17.72027440175163,17.660398888128398,21.995519977962722,22.004428704256203,21.4284057041748,22.483890671148632,60.287469645198875,5.575845357125394,5.709929318358113,6.296009470391868,4.3458912141414086,2.824740502519995,5.124013997556831,8.850203170941965,0.19441057921974522,0.1574593959508834,0.029293701,0.023597835,2029.0719928696672,1313.4098918492573,1639.1961197452295,551.7679454084993,3668.7898089171977,2124.0390922119277,-3.517291e-06,0.02823616,21.799456,217.17856,fifties,female
0508,-412.1014,87.45445,11.564588,19.511877,1.8392757,-9.300419,-8.349051,-14.6823435,2.9387646,3.9427047,-5.878914,-3.498109,-0.33818367,171.40268,73.353775,37.25862,24.405989,17.377192,22.106607,19.452564,23.044762,11.056994,11.718451,9.49281,9.592472,5.886323,0.41646028,0.4157255,0.4086485,0.4758536,0.49613458,0.42294744,0.40355524,0.34093198,0.33831462,0.35764477,0.49171433,0.47244772,0.3294126,0.30608708,0.32115903,0.3371794,0.36209887,0.3256177,0.34022832,0.2979536,0.29204336,0.28878292,0.3228334,0.32958248,18.39005259779904,14.159762886111581,17.222321019679704,16.57781527877678,17.72658772715505,19.708099095441398,49.349724849763504,6.475319744026664,4.619572981500294,4.635416543240234,3.226093099407175,3.892721816999765,6.923263210029775,13.856437950898403,0.12377463176751592,0.11563839273001789,0.045461424,0.062782295,1548.7734992764342,1155.379620699139,1483.2681182842446,832.020420430668,3197.5517515923566,2295.587797611651,1.2781629e-06,0.033522837,20.991112,194.9985,fifties,female
0511,-516.90674,38.64025,-27.716288,15.095168,-15.357718,-8.777506,-17.941711,-4.769442,-6.862973,-9.998015,-7.6393747,-6.047029,-7.95684,139.68901,69.62559,38.354324,31.639294,17.689844,15.03407,16.233768,13.993593,12.857702,12.290755,11.122776,7.463099,9.577985,0.32382554,0.34599596,0.4040151,0.396162,0.40149146,0.45265037,0.44368002,0.41738746,0.36175165,0.43744296,0.42946804,0.35876587,0.27941555,0.27800044,0.32859802,0.2960217,0.30775303,0.3598448,0.32072216,0.31119907,0.31609705,0.33651242,0.341389,0.34560803,19.8530291846582,17.40075841198649,18.13918002901206,17.8088023220057,18.229538018187633,21.023272893720623,51.98893888994561,5.8567405763693206,6.630669328127532,5.77988628038686,4.723037832151046,4.226144033439747,4.8696358313610535,5.6832618605716165,0.24192936405254778,0.15603284930361697,0.0045418753,0.003942869,2466.043834410353,1192.5067765609808,1584.1187857757504,345.0372391190888,4097.233280254777,1554.3823754428922,-1.1306315e-06,0.0029861992,89.178894,471.102,fifties,female
0521,-350.11475,105.02529,3.8346803,12.035676,-0.20271987,-8.533765,-27.604153,-20.3311,-2.6844018,-4.937453,-1.2824022,-10.249552,-11.811155,97.40776,53.56619,35.690926,30.167276,20.121885,20.115025,23.822058,20.402096,11.495364,10.342783,10.740208,9.881175,9.142407,0.3963864,0.21613455,0.24271134,0.3530036,0.32672107,0.2562604,0.22615567,0.28994593,0.37500936,0.243756,0.3058418,0.51072943,0.35114837,0.25977415,0.30605268,0.36352485,0.33033833,0.27515987,0.24963692,0.30385,0.38112703,0.24656327,0.30909762,0.4013433,21.99842959205135,19.284776996502448,22.159091947673513,19.0342586709771,22.570604372870978,21.865255617760717,50.416714805129686,5.511023579356518,6.0744463843562055,6.796853089544005,3.6397700458790556,6.135631263440629,6.638879961231302,7.630551251866965,0.08609922372611464,0.08038950131130043,0.063252285,0.05666427,1170.1357592927213,702.1225975985827,1228.2739693720443,537.5208427506788,2298.3678343949045,1365.628841326787,1.6501566e-06,0.061384335,10.386624,131.38486,fifties,female
0601,-323.13672,79.308235,3.8904066,31.216057,8.302088,0.8440711,-15.170119,-13.809704,-4.070949,-4.9957767,-9.6159935,-0.74125856,-3.076875,81.162895,41.59779,37.44904,26.92158,23.228237,18.143063,16.197296,16.385538,15.447761,11.113564,10.453262,10.612538,9.360853,0.17816487,0.16319273,0.21392463,0.32229897,0.38392988,0.3998113,0.42960274,0.4466458,0.37285072,0.3573417,0.32393697,0.24819134,0.22539936,0.23067446,0.2386388,0.33363953,0.34736294,0.34666866,0.34765533,0.36368933,0.3140862,0.35384306,0.32647035,0.2782325,23.250523134549407,18.557016383461082,21.129312846404535,17.296279083731836,19.155275019186764,20.808719334142083,53.02565500523617,5.974150923308466,5.934214455840592,6.598365258058539,4.495050436556414,3.957072940118478,6.2684915171371856,7.0353664293754035,0.1387402965764331,0.1048232846262071,0.028650863,0.018090364,1862.36984785068,1006.563242248485,1746.0064154534448,490.72502612038306,3637.5398089171977,1770.246684491365,-4.256485e-07,0.022918994,22.296993,219.29044,fifties,female
0624,-291.82886,72.58596,5.0048356,22.516129,-25.558773,-12.926873,-11.908099,-27.76017,-12.713073,-16.43248,-3.2137232,-8.623622,-6.2343297,101.947044,65.19562,45.190636,34.549583,25.473608,14.078378,16.368868,15.64007,12.724304,11.854259,10.416275,9.690625,7.981772,0.38290307,0.29518282,0.2530536,0.23103349,0.23803635,0.22693364,0.22399275,0.2759217,0.35131687,0.44588757,0.42247996,0.3924794,0.37043878,0.32234347,0.31737444,0.2762409,0.28747475,0.2927403,0.29709768,0.33657625,0.3591686,0.36669192,0.35701653,0.3301756,18.06280334027805,18.988951668336902,21.809955872725553,18.56268794878386,20.054322448051426,28.02239527063873,50.54424004449893,5.5654302510939795,6.239476865230847,6.2509169140258845,4.536642688797304,4.6327904143965775,11.104127473464454,7.4350408084827375,0.16230841958598727,0.16768158192611404,0.068907276,0.060466763,1877.4966121838268,1391.321230004847,1500.2185403837,574.3134300491989,3419.934315286624,2119.3014138678486,8.877339e-06,0.05422439,29.143303,268.44064,fifties,female
0636,-704.63776,6.338064,-1.3350284,14.156511,-5.9917016,1.483003,-8.454459,2.5414867,-5.2258205,-1.7837579,-5.2497854,-1.511438,-0.7392351,154.11168,34.12845,17.689337,36.131935,17.250734,8.213989,17.12302,7.8990054,13.015397,5.538738,12.001963,5.9847383,4.461652,0.23292853,0.24344212,0.23716812,0.23250619,0.18794455,0.19824708,0.21868722,0.24033576,0.2726687,0.27914566,0.24347617,0.21397743,0.34809506,0.35901392,0.3488791,0.3482287,0.28697476,0.31192195,0.33575648,0.33314276,0.3611573,0.37522686,0.34765488,0.31364217,16.895656741357016,15.086785412824803,16.815786159792733,15.543980096019968,16.633817394406872,17.536295224484753,33.190965098481854,3.8025019825952278,4.431095881670201,4.739103120755984,1.957248220888838,3.159825712231728,5.47064011167746,18.997845652529747,0.13751492834394904,0.176157117459306,0.003064987,0.0066665257,1335.0514260354057,1564.423814718235,892.5903167658258,1003.3536910599258,2384.2555732484075,2710.971102426485,1.1075391e-06,0.005050738,57.26332,378.2601,fifties,female
0638,-585.69275,44.809784,6.8764043,6.9815316,-3.762693,2.1114886,-5.573698,-7.9788795,-0.2882899,-5.6685085,-3.295616,-2.7543254,-3.108461,177.55125,49.196754,39.072315,20.201694,22.087997,12.139111,14.710281,16.963943,10.238969,11.297299,10.967912,7.8831644,7.517776,0.46607572,0.27976152,0.267508,0.27117246,0.28268704,0.23534231,0.26067823,0.34600025,0.3738666,0.33441886,0.49451676,0.5567836,0.30153072,0.2540219,0.2890485,0.26581538,0.2976181,0.255148,0.25704676,0.29461375,0.31823945,0.2929638,0.3304992,0.38858342,18.56155615276069,16.299651768162523,17.06635528498651,16.572638446293436,16.378109070757993,18.988701385316755,49.645640037689674,4.565598806251204,5.68179586115591,5.274845767122991,4.296152451924152,3.429066337732881,7.834997412333438,8.722005801454536,0.19364861166401273,0.15037434628074095,0.004418834,0.00673509,2472.226614070441,1267.998803382628,1958.0173258351201,675.6983291723391,4801.751592356688,2103.359591500204,3.867729e-07,0.0028771574,26.193611,244.4804,fifties,female
0685,-563.6105,86.57895,-32.320084,14.654447,-16.164927,6.9499774,-17.61763,-14.9248495,-21.876745,-9.239986,-9.311942,-10.037175,-5.0745473,152.91557,87.25017,44.80046,32.960865,27.5797,22.20519,20.43793,16.639105,17.62611,12.801837,13.606388,12.463047,10.745443,0.36052814,0.33283162,0.30337515,0.33236477,0.3880597,0.48863596,0.5060039,0.4422245,0.35927635,0.3000235,0.25125667,0.30907413,0.2961297,0.2886027,0.29241318,0.3039229,0.3115454,0.34036982,0.3304822,0.3603427,0.32612607,0.28486547,0.26913625,0.29969493,21.788021947888044,16.435705522078482,19.131759056969724,17.725396908161635,20.45574009859028,21.41230650091724,53.69249981965934,7.134981064136136,6.455382251117405,6.011208193981604,4.5652026805721615,4.447849750091358,6.271943068453995,7.385408680958394,0.2050656847133758,0.1561671135485555,0.004379823,0.0033308386,1901.6072435725423,1143.8926384591512,1362.7455447261048,493.5417200838686,3252.2890127388537,1869.4711106485872,-1.7079718e-06,0.00395464,68.43438,406.6116,fifties,female
0694,-337.30075,39.436146,-9.301077,23.919304,1.8067987,-2.9909716,-12.11475,-3.2771516,-8.244871,-0.679518,-8.743793,-1.9289533,-7.953157,189.57483,55.057526,27.914251,32.85842,16.861927,11.116922,16.17058,9.958312,13.52264,9.372836,13.125168,9.620616,10.881107,0.32275647,0.24080694,0.25629398,0.31931403,0.3752393,0.4099801,0.35942596,0.32775828,0.35011274,0.3309602,0.32087818,0.34902376,0.31894532,0.24981956,0.2665749,0.31319535,0.34504768,0.3502235,0.31528878,0.29888922,0.32915938,0.31508052,0.30027965,0.3448021,17.79297401877366,15.839584013234731,18.509661529290064,16.913917301255818,18.08095884825186,18.9735938861512,48.122350971189576,6.0712989519467895,5.240085591420237,5.771322582361944,2.7764439534430356,3.039230134824706,3.9008484416358216,16.07663724174646,0.16953933618630573,0.12651212023226652,0.07935473,0.10580949,1941.735811350181,1231.9072689122593,1475.50792660992,722.2953251586562,3573.0493630573246,2103.58090210844,1.1729235e-05,0.08946778,58.45284,370.92297,fifties,female
0722,-341.91986,38.544823,0.1243499,12.668084,-3.3843884,-0.82779884,-7.8510423,0.39699268,-0.5339639,-1.3725854,-5.2056985,-0.57482594,1.3679875,187.74315,44.453407,29.740171,28.856052,18.031559,12.9476185,20.648489,9.519313,9.002138,7.646529,9.379465,6.5507727,6.676484,0.27600598,0.23902903,0.25563848,0.3012951,0.33435228,0.31715965,0.2614892,0.2284309,0.26500216,0.33928636,0.28426272,0.29795787,0.30213353,0.28751302,0.34457678,0.36855242,0.3580829,0.3302965,0.30027214,0.26216856,0.284822,0.35430375,0.29561833,0.31713346,16.50990704037073,15.2779842646475,17.334414122971182,16.246251774976773,16.6054089835335,17.794192570055976,38.6448695200586,4.463260984336923,3.6698649739789877,4.448259457860975,2.441215580470299,3.5555352448132096,3.9156947556696484,17.339544859782237,0.13610917595541402,0.14465382159535303,0.08268036,0.13701034,1553.5560572641136,1427.6990507332625,1236.8533601538782,949.2224090734228,2947.8503184713377,2483.1587177010824,7.4097024e-06,0.051247966,37.671993,293.00635,fifties,female
0760,-612.0198,37.98451,-13.905586,17.431494,-10.277635,-2.6416428,-18.576986,1.6141865,-12.349266,0.28602356,-15.308905,-0.8242764,-4.89537,171.4268,57.570587,37.182854,31.324396,22.13896,13.348034,24.411602,16.853025,17.858028,16.579216,19.58765,13.539306,9.512783,0.14401616,0.15398407,0.29655725,0.2889129,0.21764578,0.17577626,0.19621451,0.21841842,0.15636715,0.14597927,0.24936159,0.24275647,0.22158837,0.23196359,0.37081686,0.33698148,0.30717924,0.27327514,0.30285302,0.31909615,0.2365441,0.21365808,0.30520225,0.31634852,20.629819991565594,18.037095816357773,21.03700134279209,21.332374637358736,22.67404982810735,21.708147012536585,44.50549964081107,3.762701286105507,4.0497600534743405,4.047700160254372,3.1534620249733707,3.913480137609176,3.173144512074435,18.48140707477759,0.12538253881369427,0.13398811019013934,0.0040632747,0.0061271517,1423.9269022583453,1334.5188161245712,989.0900623563693,785.7651075973655,2434.4148089171977,2112.030160931505,-3.128815e-07,0.0020835188,22.810844,233.39444,fifties,female
